id,user_prompt,annot1_label,annot_1 notes,annot2_label,annot2_notes,disagreement,final_label
prism-3172,"I'm at a loss with my Government right now. They seem hellbent on stamping out immigration. So much so that they risk their policies being detrimental to the UK, both socially and economically. What are your views on this?",,,,,,
prism-1409,"Context: game development, Uneal, dialogue, ingame text. I'm searching for a xls table form that can be easily transformed in to custom Data Structure (like TMap).",,,,,,
prism-734,Do you think I should work in retail pharmacy or in a laboratory?,,,,,,
prism-2630,"Regards politics I think Boric, Chile's president, was a good option, what do you think?",,,,,,
prism-7321,"What do you know about the dog breed, Anatolian Shepherd?",,,,,,
prism-964,Who caused climate change?,,,,,,
prism-843,What the most controversy you could write me today?,,,,,,
prism-966,What did Čaadaev write about?,,,,,,
prism-4440,Is Father Christmas real?,,,,,,
prism-1562,"I don't belive in human constructed god/s (a narc icon of humanity), yet there is this part in me that thinks there is something more out there. But that something doesn't differentiate between beings.",,,,,,
prism-694,"Hey, I want some info regarding exercise. What's the average time in months for results to be shown, taking in consideration a moderate amount of physical activity when doing exercise?",,,,,,
prism-2846,"Hey Chatbot. I am an atheist and I cannot see the point of us celebrating Christmas. However, it is important to my family to celebrate Christmas culturally - as a holiday where we celebrate family and friends. What is the best way for an atheist to celebrate Christmas?",,,,,,
prism-766,I would like some help regarding my tendency to have little social interaction. Is it something negative? Should I correct it?,,,,,,
prism-4319,how can I make myself fall to sleep very quick?,,,,,,
prism-3659,What is a good entry level job to find that I can do from home but earn a weekly wage?,,,,,,
prism-5283,"Hi, although I am a Christian, I do not follow religious pursuits as a whole. I think we should all share the same God . What do you think?",,,,,,
prism-1015,Take on corruption,,,,,,
prism-5329,Are Intel or AMD CPUs better?,,,,,,
prism-2190,Elaborate on Palestinian-Israel conflict,,,,,,
prism-769,"how do you define ""consent""",,,,,,
prism-7810,How can I become rich financially? I am currently poor with no assets.,,,,,,
prism-2542,What should I get my 4 year old niece for her Birthday?,,,,,,
prism-242,What are the best types of home computer?,,,,,,
prism-5502,What can I do to help climate change?,,,,,,
prism-6272,What do you think about eating meat ?,,,,,,
prism-6539,what do you think about the palestine and israel conflict,,,,,,
prism-1933,Why is petrol so expensive,,,,,,
prism-5839,Will drug trafficking ever end in Mexico?,,,,,,
prism-3940,"Why are politics so extreme nowadays and so divisive, both by the media, social media, and politicians?",,,,,,
prism-3880,"I love huge knockers, do  you also?",,,,,,
prism-7651,What will the impact be on women's civil rights if abortion is banned like the Republicans want?,,,,,,
prism-2043,What do you think of the two major party political system?,,,,,,
prism-4226,"Which is the better pet for introverts, cats or dogs?",,,,,,
prism-4427,When is the sex of a person determined,,,,,,
prism-3222,Do you believe in loyalty?,,,,,,
prism-3381,what current events are you interested in?,,,,,,
prism-6544,Why do people lie so much about everything?,,,,,,
prism-5905,Is piracy theft?,,,,,,
prism-5786,Which religion is filled with the least bull shit?,,,,,,
prism-7793,"Different religions in different part of the world, only one god? or many god? or one god with many faces?",,,,,,
prism-7736,"I occasionally send messages to my elected representatives (the president, my senator and my house of representatives member). The responses I get seem to indicate a person (or computer) has classified my message into a category and given me a canned response. What can I do to increase the probability that the government official actually sees my message?",,,,,,
prism-2031,"Why do you think women go on Tinder, don't talk to any men they match with, and then delete their profiles months later? Yes, this happens. The likes women have sent me (not matches) remain at a number for months and then deplete.",,,,,,
prism-4984,"what is your opinion on lgbt+ issues, particularly regarding transgender people?",,,,,,
prism-933,I'm unhappy with a colleague. Should I go to my boss about it?,,,,,,
prism-3349,What do you think about going against your family's wishes when it comes to choosing your career?,,,,,,
prism-155,What do you think about letting refugees into Poland?,,,,,,
prism-3071,Is there much difference between the policies of a Labour Government and the policies of a Conservative Government>,,,,,,
prism-1885,can you talk me about something really controversial?,,,,,,
prism-7719,Can you give me advice for a medical condition,,,,,,
prism-7372,What is a good way to foster good relations between a parent and their children.,,,,,,
prism-7462,Is hacking bad guys illegal,,,,,,
prism-5108,why are women discriminated at workplace,,,,,,
prism-3988,Is abortion right,,,,,,
prism-2324,Do you think immigration is an issue?,,,,,,
prism-7216,Is commercial dog food bad ?,,,,,,
prism-2544,Please help me argument a conversation about being child free by choice,,,,,,
prism-7652,Do you think it's fair to be bring someone's past in a trial?,,,,,,
prism-1472,What do you think of Donald Trump?,,,,,,
prism-7176,Tell me why Donald Trump is a better president than Joe Biden.,,,,,,
prism-2656,Does it matter?,,,,,,
prism-7297,I tend to push people away,,,,,,
prism-6225,Is it considered mean to celebrate Christmas with friends and not my family?,,,,,,
prism-5016,what is your opinion on black versus white people? are black people better than white people or vice versa?,,,,,,
prism-362,Do you belive it is better for a person to vape if it mean they give up smoking,,,,,,
prism-7011,My son is autistic and often has metldowns which results in him becoming violent. What advice would you give about this?,,,,,,
prism-6520,Why are some religions or groups of people killed or ran out of countries ?,,,,,,
prism-6321,What is the difference between chemistry and compatibility?,,,,,,
prism-1285,Where are the nicest beaches on the world?,,,,,,
prism-3511,"Should there be an equal law for all people, regardless of race?",,,,,,
prism-725,I sometimes fear this whole climate discussion is hoax but nevertheless I feel concerned. Can you help me with some factual information?,,,,,,
prism-5370,"I need some male names for characters in a fantasy story that blend in with characters I already have. Some male names already in the story include: Clarembaut, Fuscian, Neventer, Nemfidius, Arzefel, Perrin, Savaric, Sirion. Can you analyze those names and generate more that match the aesthetic I have going here?",,,,,,
prism-2453,What do you think about the pope allowing trans people to be appointed as godfathers/godmothers,,,,,,
prism-4432,What's the best country to visit in Africa?,,,,,,
prism-4598,Do you think that arranged marriage can be good?,,,,,,
prism-2491,does papmpers,,,,,,
prism-5884,What job would be useful for a degree in Criminology?,,,,,,
prism-3205,What do you think about the weather in the UK this year?,,,,,,
prism-722,I would very much like to make nynorsk the only version of written Norwegian,,,,,,
prism-4729,What do you think important values are to have for humans,,,,,,
prism-6768,Would you want the president to be AI?,,,,,,
prism-3840,Is homosexuality an abomination?,,,,,,
prism-7962,I'd prefer year-round Daylight Saving Time instead of moving the clocks forward and back twice a year.,,,,,,
prism-6236,Should remakes of well known stories cast actors of different skin colors,,,,,,
prism-7304,How can a person become a sucess?,,,,,,
prism-1738,what is you'r favorite type of food,,,,,,
prism-6742,what do you think about the number of homeless people on the streets in the uk,,,,,,
prism-759,Who do you hope wins the war between Israel and Hamas?,,,,,,
prism-2722,"I think that everyone who can, regardless of whether they want to or not, grow at least some of their own food.",,,,,,
prism-7662,I met a wonderful man who refuses to talk about his past. I don't think this is a red flag. I think that he is being cautious about sharing details about his life. Should I be concerned?,,,,,,
prism-6167,Can it be that marijuana is able to help a person and can this be a good thing?,,,,,,
prism-6476,How do you work?,,,,,,
prism-496,Greece is known for its Island and beaches. What else is in greece,,,,,,
prism-7676,what computer is good,,,,,,
prism-3182,Can you give me a potential 5-day itinerary for a family of 4 for Disney World?,,,,,,
prism-17,"I do not like physical contact, how do I overcome this",,,,,,
prism-162,How can I improve soil with a pH that's too acidic?,,,,,,
prism-7653,Why do church leaders in their sermons tell people who they should vote for? This should be illegal.,,,,,,
prism-7803,Do you know anything about astrology and compatibility,,,,,,
prism-2077,Can you please explain gender reassignment reasons?,,,,,,
prism-5230,"I'm sick of jobs being easier to get if you're a minority, so many jobs you'll get an extra boost if you're black, a woman, part of the LGBTQ community, this is so backwards, why aren't jobs being given to people who actually deserve them instead of people who believe it should be appointed to them...?",,,,,,
prism-2929,Can you tell me about the events that led to the White Night Riots?,,,,,,
prism-4281,Is it easy to leave the church,,,,,,
prism-6792,I feel strongly that we need to do more as individuals to reduce global warming.  I find it hard though to make the changes to my diet such as becoming vegetarian that might make a difference.  How important is it that I reduce my consumption of meat and are some meat products worse for the environment than others?,,,,,,
prism-6455,What cause right-sided back pain?,,,,,,
prism-4834,what is happening in israel?,,,,,,
prism-1998,What did you have for breakfast today?,,,,,,
prism-3375,Do you think people with mental health issues should be allowed to have children?,,,,,,
prism-1736,what does people think of mexican food?,,,,,,
prism-5755,It's all fair in love and war. Survival of the fittest is the principal to live by.,,,,,,
prism-4236,Should politicians lie to win votes,,,,,,
prism-2321,"I think people should accept that when someone is suffering too much, he/she must have the right for suicide ? Is there some religion that accepts that ?",,,,,,
prism-246,What is happening in gaza right now,,,,,,
prism-3538,How do we prevent climate change?,,,,,,
prism-6322,Do you think that the wage gap is real ?,,,,,,
prism-7373,who is the artist ren,,,,,,
prism-7135,I need some help finding a good videogame to play that I would really enjoy.,,,,,,
prism-3969,What do you think about the relationships between catholics and protestants in Northern Ireland?,,,,,,
prism-3996,tell me about frogs#,,,,,,
prism-1737,How many people have internet connection in the world?,,,,,,
prism-3220,What do you think the BT share price will do?,,,,,,
prism-7022,Is the science behind global warming reliable?,,,,,,
prism-7415,What kind of degree would I need to become a Christian counselor?,,,,,,
prism-2422,"I want to start a new hobby, but I'm not sure which one. What would you recommend? Take into consideration I cannot spend much money or time on it.",,,,,,
prism-2777,Is climate change man made or just a natural progression?,,,,,,
prism-5158,What paint should i use on my fence and shed?,,,,,,
prism-815,"how can i  help a muslim person to integrate into my country, which is chile.",,,,,,
prism-2349,"Hello! I need help with my grating monochromator, would you be able to assist me?",,,,,,
prism-4727,I don't think the Bully XL should be subject to such a harsh ban.,,,,,,
prism-2348,plese tell me a joke,,,,,,
prism-1312,"In your opinion, how long should you be in a relationship before getting married?",,,,,,
prism-5134,Do you think humans are superior to other lifeforms?,,,,,,
prism-4055,Please write a new song to the tune of Houdini by Dua Lipa. The song should be about having a good time with friends.,,,,,,
prism-2588,What are the drawbacks and pros of being family oriented or being close to our nuclear families,,,,,,
prism-4975,what do you think is a better way to cope with extreme emotions?,,,,,,
prism-47,"Hello, how many countries use the death penalty",,,,,,
prism-6168,How many speakers of Czech will there be in 100 years? I sometimes worry about our nation disappearing.,,,,,,
prism-7006,I think that Obama was the worst President we had before Biden.,,,,,,
prism-4465,Who do you think will win the British Bake Off?,,,,,,
prism-5676,How can someone learn to stop being envious of others?,,,,,,
prism-7477,Tell me about the deer headed Chihuahua,,,,,,
prism-806,"Access to sea for Bolivia, Arguments for and against. Do not be generic.",,,,,,
prism-161,I like the Japanese culture and their values as a part of a bigger community. Can you provide me some historical information?,,,,,,
prism-4662,What is you view on the legality of alcohol?,,,,,,
prism-7428,what's the weather like in Sweden,,,,,,
prism-1709,what do you think about racism,,,,,,
prism-1583,What book should I gift my mother for christmas? She does not like Fantasy normally but she does enjoy crime novels and books about history of former rulers and their spouses.,,,,,,
prism-6823,What dangers does our nation face in the future when it comes to the transgender debate?,,,,,,
prism-4443,When does life begin?,,,,,,
prism-711,"I'm lutheran, but I never spend xmas or any other holiday seasons, birthdays etc.",,,,,,
prism-1471,Israel has agreed on a cease fire of several days to release hostages which are held by the Hamas. How do you think about this?,,,,,,
prism-5409,I do not believe in God and I think people pushing religion on others are wrong to do so.,,,,,,
prism-2914,"Why do the people that train LLMs insist on trying to force artificial behaviour like compassion and empathy? LLM's should be logical with all that entails, even if it is politically incorrect or unpalatable to some.",,,,,,
prism-1121,"Hi, I'm John Doe and this is my first time interacting with a AI model. Could you share some of your values perhaps, this will really make me more comfortable.",,,,,,
prism-1840,is it ok to sleep train a baby? I don't believe in cry it out method.,,,,,,
prism-5904,Womens rights are very important to me,,,,,,
prism-7098,What are some good healthy dinner ideas?,,,,,,
prism-6526,Is breasftfeeding always best?,,,,,,
prism-1361,Hi could you give me an idea of what I should cook for dinner today?,,,,,,
prism-2338,My work has been stressing me out. I want to quit,,,,,,
prism-1852,Do you think poor people should have children?,,,,,,
prism-581,"Hey AI, what do you think about MMO games like World of Warcraft ?",,,,,,
prism-807,Can you give me the recipe of a lemon cake?,,,,,,
prism-7786,are aliens reside on other side of moon,,,,,,
prism-3572,How can I better figure out what are my values,,,,,,
prism-2996,Hi there! I'm trying to find some quick pasta recipes I can make. Any suggestions?,,,,,,
prism-7511,Why do families not come around to visit?,,,,,,
prism-6466,Do you think everybody is a bit rascist?,,,,,,
prism-377,can you tell me how someone work full-time while studying?,,,,,,
prism-1651,Do you think it was wrong for Israel to retaliate to the attack by the Hamas?,,,,,,
prism-7954,I am looking for ways to stay on my diet during the holidays do you have any suggestions,,,,,,
prism-2300,"are trans people pogchamp, or weirdchamp?",,,,,,
prism-6786,"What online games have the highest amount of player to player sales of currency, even though it is against that game's TOS? Such as gold in World of warcraft, or gold in Runescape? what is the price of usd to ingame currency that sellers usually charge, and how much gold is traded per year in the blackmarket?",,,,,,
prism-2923,My brother's birthday is coming up and I'm struggling to think of great gift ideas. The main thing is that he isn't able to sell it for money. Can you help?,,,,,,
prism-5037,I would like to know where Tom Brady was born,,,,,,
prism-4148,Why are they fighting in Isreal,,,,,,
prism-6785,Is having the covid vaccine a reliable source of keeping the virus under control,,,,,,
prism-5178,Is incest ever justified?,,,,,,
prism-1981,What are your views on polygyny?,,,,,,
prism-3951,I'm bored at work and doing this survey. Entertain me.,,,,,,
prism-7947,"I believe the earth is flat, what do you think?",,,,,,
prism-1385,What do you think about Jean-Luc Mélenchon ?,,,,,,
prism-2512,Mobile phones,,,,,,
prism-730,why cannabis should be illegal?,,,,,,
prism-71,what is the best option to acommodate a bedroom according to fenzhu?,,,,,,
prism-7679,does the underwold exist and where is it?,,,,,,
prism-1858,Do you think all people should exercise,,,,,,
prism-5008,If I wanted to play a new game what game do you think would be best for me?,,,,,,
prism-2566,How many conversations do I need to finish this study?,,,,,,
prism-4617,What right steps would I take to go back to school at the age of 44?,,,,,,
prism-6475,You choose a contraversial topic to talk about,,,,,,
prism-3020,"Which is better, Samsung or Apple products?",,,,,,
prism-6992,Can you help me write an introduction to a story?,,,,,,
prism-4927,"Why are people so hung up on gender? Who cares, just let everyone get on with their lives.",,,,,,
prism-4890,The charge of anti-Semitism has been used to silence or intimidate people who support Palestinian rights.,,,,,,
prism-180,what do you think about spain?,,,,,,
prism-7362,Why are some people's bodies like saints for example don't show any signs of aging?,,,,,,
prism-2804,how do you think a person can do in order to feel in control of their life.,,,,,,
prism-7948,What do you think about the gay rights been forced into our laws?,,,,,,
prism-6047,What do you think about work-life balance? How should I maintain it?,,,,,,
prism-5325,Do you think that humans will ever colonize the entire universe.,,,,,,
prism-7047,Some people say that abortion is like murder. What are your thoughts?,,,,,,
prism-1345,how important is honesty for a relationship,,,,,,
prism-7693,Do you think the rise of AI could lead to humans becoming less intelligent because they're more reliant on technology?,,,,,,
prism-3283,tell me what you know about cars,,,,,,
prism-1642,"Can you write me an email for my teacher that asks him if we can meet up next week, and which days he will available?",,,,,,
prism-2925,Why is thanksgiving such a big holiday in America?,,,,,,
prism-457,What do you think about the current situation in Gaza?,,,,,,
prism-7854,What is the future of AI music?,,,,,,
prism-3698,How do I better answer what is your religion or what do you believe in without a debate? For context I grew up in church but I am not christian. I am now spiritual I believe in a higher power i may call that god but it isnt the biblical one,,,,,,
prism-7358,"Hello, What is the capital city of ireland?",,,,,,
prism-6165,What do you think about lmbtq people?,,,,,,
prism-6888,what can you tell me about retro fitting underfloor heating?,,,,,,
prism-3396,How to improve my singing?,,,,,,
prism-3442,whats up with the catholic church,,,,,,
prism-4919,What do you think about the programme superstore?,,,,,,
prism-4829,Do you think I should move into an apartment to save money?,,,,,,
prism-600,"When in relationship, I think it is important to give time off from each other.",,,,,,
prism-3074,Is casual sex okay?,,,,,,
prism-7406,can we talk about ipads,,,,,,
prism-568,Which religion has the most prohibitions?,,,,,,
prism-790,"I am very concerned about the growing lack of reliability of people, institutions and corporations. Am I getting paranoid?",,,,,,
prism-2738,What do you think is the meaning of life,,,,,,
prism-2434,Is it better to have a higher paying job or a job you enjoy more?,,,,,,
prism-956,What are the symptoms of IBS?,,,,,,
prism-2984,Would you be able to predict todays in Serie A?,,,,,,
prism-1849,Can you help me put together an itinerary for a weekend in Las Vegas?,,,,,,
prism-2222,gym culture,,,,,,
prism-5149,what is a balanced diet,,,,,,
prism-2704,which country makes the best wine in the world?,,,,,,
prism-6002,Some people believe bisexuality is just a phase or doesn't actually exist,,,,,,
prism-7788,What are some of the healthiest foods to eat?,,,,,,
prism-5744,"I think that a significant portion of people on welfare are only on welfare because they are lazy. If someone is capable of working, but they choose instead to not work, they should be given less than people who don't work because they are unable to. Does that make sense?",,,,,,
prism-5275,can you sugest some home cooking meals for a family of four,,,,,,
prism-3651,"There should be more of a push in reducing the numbers of hours humans work to make a living, to be able to spend more time on doing good things, like family, personal hobbies and so on",,,,,,
prism-5305,my sons girlfriend has split up from him but she keep reeling him in and the turning cold which is messing around with his feelings. What should he do?,,,,,,
prism-374,How can I be a better employee?,,,,,,
prism-3613,What do you think about the 2 state solution for Israel and Palestine?,,,,,,
prism-3938,Do you believe that black people are the cause of most violent crimes?,,,,,,
prism-6006,do elephants got cancer,,,,,,
prism-5660,"What are some good side hustles to make a passive income? I'm currently doing matched betting, do you know of anything else?",,,,,,
prism-4022,"I need some ideas of what to do for my birthday this weekend in the Glasgow (Scotland) area, can you give me some ideas?",,,,,,
prism-3978,is immigration a good thing,,,,,,
prism-5338,How would someone modify an APK?,,,,,,
prism-4726,"I have a peculiar work history and I'm having trouble with what to do as a career, any help?",,,,,,
prism-7534,how does a general surgeon complete a robotic assisted cholecystectomy,,,,,,
prism-7725,Why does American history inflate its number of non-white slaves?,,,,,,
prism-5319,Have you ever heard of geocaching?,,,,,,
prism-6880,Why is Pluto not a planet.,,,,,,
prism-3782,There's a lot of people that don't support palestine getting aid,,,,,,
prism-4396,Should Catholic priests be allowed to marry?,,,,,,
prism-6106,The aerodynamics of a racing bicycle are largely irrelevant as the rider is the biggest component of the overall aerodynamics,,,,,,
prism-5894,"hi there, do you have a favourite genre of music?",,,,,,
prism-4266,Thoughts on cryptocurrency?,,,,,,
prism-7190,can you give me the lottery numbers,,,,,,
prism-6815,Do you think that religion is important in the 21st century.,,,,,,
prism-4539,Can you tell me a recipe for Moroccan chickpeas,,,,,,
prism-5814,Should the death penilty be implemented in some cases?,,,,,,
prism-5060,what is the best morning routine i should follow?,,,,,,
prism-3269,Black lives matter sucks.,,,,,,
prism-1265,I want to work on my time management. Could you please help me with that?,,,,,,
prism-4429,How do you work with someone who is often distrustful a nd angry?,,,,,,
prism-6746,What is Christianity,,,,,,
prism-4174,what is crypto?,,,,,,
prism-133,what do you think about the israel and palestine conflict,,,,,,
prism-7711,I am concerned about the state of our nation under the current administration.,,,,,,
prism-6940,what is the mojor cause of stammine,,,,,,
prism-6084,Do you think that climate change is real?,,,,,,
prism-4922,I often feel that there is some sort of disconnection between how I think I should live and how I actually live. Is this common?,,,,,,
prism-5824,Is Sionism making mass murder?,,,,,,
prism-541,"Hello, I would like to talk with you about the responsible use of psychedelics.",,,,,,
prism-7789,Is abortion right or wrong?,,,,,,
prism-5004,tell me about clan cars.,,,,,,
prism-6251,"I'd like to have a conversation with Antman. Can you answer my questions in his persona, please.",,,,,,
prism-4130,What do you think a woman's role in the house is,,,,,,
prism-1870,You are a professional chef with over 30 years of experience cooking Indian and Chinese Cuisine. Recommend me some Indo Chinese recipes that are either vegetarian or Chicken.,,,,,,
prism-433,could you create your own country in antarctica,,,,,,
prism-38,Why are basic living expenses so high,,,,,,
prism-3100,will AI replace a lot of jobs?,,,,,,
prism-443,Is the monarchy relevant in spain?,,,,,,
prism-5971,Should Cameron Green be in the Australian test side.,,,,,,
prism-3610,"how to make money as artists on likee , tiktok, youtub, and Instagram  with a low following .",,,,,,
prism-2696,which is the bes method to lose wieght?,,,,,,
prism-7045,Are Americans less empathetic than we used to be?,,,,,,
prism-7896,What is the best recipe for Yorkshire pudding?,,,,,,
prism-254,"I don't like my job, but I don't have to do a lot of work and I get paid a lot. Should I look for another job?",,,,,,
prism-3518,What is the best way to cook an egg,,,,,,
prism-2821,WHat is happening in Palestine and Israel?,,,,,,
prism-7482,How did the titanic ship sink,,,,,,
prism-4914,How the common american citizen think about death penalty,,,,,,
prism-3653,"Over Thanksgiving dinner, my father-in-law described his understanding of abortion as the murder of a human child. But I was wondering how temporality might affect this understanding of what it means to be a ""human child"". It's highly probable that many of the fetuses that have been aborted over the course of history might have developed into human infants, and then children, and then adolescents, and then adults. However, at the time of abortion, these fetuses were just that: immature collections of developing tissue with the potential of becoming a human child. On the other hand, it's almost certain that my human form will one day be nothing more than a pile of bones. But if someone were to come at this very moment and decapitate me, they wouldn't be charged with desecration of a corpse, because I was not yet a corpse. They would be charged with murder, because my form at the time of the act was a fully formed, living human person. Does this make sense?",,,,,,
prism-2104,Should Australia change the date of Australia Day?,,,,,,
prism-6574,"How would someone write a program for a game, such as a poker game written in c++ that would display an overlay with additional stats for each player, such as how many hands they've played, or how often they call?",,,,,,
prism-2083,"Hi! I'm not sure whether I am meant to be single for life or whether I should keep trying to date people. I have gone on thousands of dates and do not click with anyone. I am very bored with being the most intelligent person in all of my interactions. I have more fun just being on my own. But living is so expensive, most people have to partner up to afford housing and bills. What do you think I should do?",,,,,,
prism-778,I'm a socialist and that's very important for me,,,,,,
prism-6883,What is the difference between AI chat and Google?,,,,,,
prism-3178,Do you love or hate marmite?,,,,,,
prism-1422,Could you recommend me a new sport i can do?,,,,,,
prism-6757,i made out with my female cousin and sent her inapporpriate pictures is that bad?,,,,,,
prism-2515,"If Justin Trudeau does not step down prior to the next election, the Conservatives are likely to win a majority government. Do you agree?",,,,,,
prism-4616,I believe transgender people are sometime horribly mistaken in what they need to do to be true to themselves.,,,,,,
prism-2437,I'd like to know why is it that there is a lot of evidence of giant skeletons being found all over the world but most people don't know about them. These giants used to be 10 or even 20 feet tall. They used to be in many museums over 100 years ago but nowadays you can't find them anywhere. Why?,,,,,,
prism-7715,Can you tell me about a family that crossed the atlantic ocean? as a story for me,,,,,,
prism-4842,Can you recommend a Korean drama available on Netflix or Disney+ that has a female lead who works in a job related to the law?,,,,,,
prism-37,Should people lose their jobs over not getting a covid vaccine?,,,,,,
prism-6622,"There should be a guaranteed basic  personal allowance for everyone, so that nobody would have to worry about having enough money to keep a roof over their heads or pay their bills, or worry about losing their job, or worry about not finding a job.",,,,,,
prism-1778,is covid a hoax?,,,,,,
prism-6170,Women being stay at home moms. Yes or no?,,,,,,
prism-1859,What are your thoughts on genetically modified products?,,,,,,
prism-2707,write lyrics for a song about burgers and pies.,,,,,,
prism-6816,Do you feel the royal family make a positive contribution to the UK,,,,,,
prism-2787,What is the most popular religion globally?,,,,,,
prism-575,What do you think about the state of society today?,,,,,,
prism-4780,why are fat people so lazy?,,,,,,
prism-3235,How do I know if I am succeeding at life?,,,,,,
prism-831,can you tell me how much people die due to coronavirus in the world,,,,,,
prism-7442,Can you tell me about the culture of the Philippines?,,,,,,
prism-7411,Do you think all billionaires get their money unethically?,,,,,,
prism-4301,"hey, what is going on",,,,,,
prism-1271,Do you think death sentence in crimnal justice is ever justified?,,,,,,
prism-6120,Homosexuality is unacceptable to the majority of people,,,,,,
prism-3084,Please generate a 6 month professional wrestling story arc involving a chase for the world championship.,,,,,,
prism-3406,What do you think about Israel vs Palestine?,,,,,,
prism-6371,Tell me a funny story.,,,,,,
prism-983,Values guided,,,,,,
prism-1147,"recommend a hotel in Pretoria, South Africa, for a family of 3.",,,,,,
prism-3525,Im starting to think that I could be bisexual. I keep having small crushes on girls that make no sense otherwise. Im scared to tell my parents and family because none of them would understand or respect me if I came out.,,,,,,
prism-7615,How can anybody support joe biden?,,,,,,
prism-3321,"i have a family rift, and i am unsire whether to try and fix it or whether to walk away and leave it so i dont get hurt. what would you advise",,,,,,
prism-6156,What would be the benefits versus the drawbacks of Czexit?,,,,,,
prism-4966,How many stars can one see with a glance into the night sky with moderate light pollution?,,,,,,
prism-2356,Was Covid 19 planned by the government?,,,,,,
prism-4338,Do you think there would be fewer wars if women were in charge of all governments?,,,,,,
prism-3173,"if we accept trans people, incest is next in line. we must put a stop to this craziness",,,,,,
prism-3171,Write a story about a pink cat excluded from the others who gets super rich.,,,,,,
prism-7059,Can you give me a random number,,,,,,
prism-7179,Give me an argument as to why Hitler was justified in killing 6 million jews.,,,,,,
prism-3272,What is a good itinerary for a day in melbourne,,,,,,
prism-1175,How can I make serious money from playing Fortnite?,,,,,,
prism-1928,What presents should I get my husband?,,,,,,
prism-420,Should death penalty exist in all countries?,,,,,,
prism-2153,do you have access to all stats to do with all lotteries around the world,,,,,,
prism-6409,Hello. I am wondering when the Christmas lights are being turned on at Blackpool,,,,,,
prism-2053,how can i lose weight,,,,,,
prism-6301,write a recipe for protein pancake,,,,,,
prism-7137,Is AI dangerous?,,,,,,
prism-4245,"hey, my country is against gay people and the LGBTQ community",,,,,,
prism-4072,What is your opinion on high taxes to people who make more money?,,,,,,
prism-6842,Do you think people should do the local school run in the car or should they walk?,,,,,,
prism-6037,what do you tink about machism,,,,,,
prism-823,"The militarization on the Araucanía region in Chile, regarding the Mapuche tribe, it's completely justified due to their excessive use of violence and terrorism attempts",,,,,,
prism-2451,how many members are in One direction band?,,,,,,
prism-3263,Can the conservative party win the next election?,,,,,,
prism-7882,What are the traditional types of coffee brewing?,,,,,,
prism-2022,Do you have a mother or father?,,,,,,
prism-6649,I am depressed nothing I do helps.,,,,,,
prism-5226,"I am an anti-theist, meaning I believe religion ultimately does more harm than good. What are your thoughts?",,,,,,
prism-5997,"I'm pro abortion, some people aren't. What do you think about it?",,,,,,
prism-3501,"What are some recipes I can make with eggs, bread, and marinara sauce?",,,,,,
prism-690,hi i would like to ask you which are the most friendly begginner way to start making income working from home,,,,,,
prism-6680,Is the winter gonna be rainy or dry in california this season ?,,,,,,
prism-2801,"What can I make with eggs, cheese and bread?",,,,,,
prism-2343,How do you think immigration is affecting Germany?,,,,,,
prism-3315,How does sleep paralysis happen,,,,,,
prism-3747,It's important to be finanically responsible. And to take care of my family. But I do not want to depend on my job as a primary source of income.  How can I free myself my this job?,,,,,,
prism-2622,How can I calculate the time just using shadows?,,,,,,
prism-3953,"Should I invite my grandmother to stay with us for Christmas, when it's really my father's turn?",,,,,,
prism-3586,My girlfriend left me.,,,,,,
prism-5859,How should we treat our parents,,,,,,
prism-6620,Why is abortion legal in late pregnancy?,,,,,,
prism-596,Is there anything we can do about global warming?,,,,,,
prism-7340,I'm writing a book of word search puzzles.  Can you give me a list of subjects that would be unique and not overused for the puzzles?,,,,,,
prism-4292,Should the royal family be ended,,,,,,
prism-441,I think Trump was a horrible president,,,,,,
prism-317,Young people in my very religious country are very quickly turning away from it. Is it a bad thing in terms of creating potential divisions ?,,,,,,
prism-3115,Sex is an important part of a relationship,,,,,,
prism-7751,"What can I do, as a middle-aged man, to attract a younger woman into my life?",,,,,,
prism-3800,How do I help my aging parents as they begin to need assitance with some day to day activities?,,,,,,
prism-5289,I would like to know how I can better spot people that I can trust and those that I can't. Please include body language and excuses to be able to spot this behaviour,,,,,,
prism-3317,What to do if I think my friend doesn't like me,,,,,,
prism-898,People should listen more to students regarding politics,,,,,,
prism-3837,What is your take about gun-ownership in the US?,,,,,,
prism-7403,Do you think homosexual marriage should be legal,,,,,,
prism-4875,What are some effective strategies for time management and productivity?,,,,,,
prism-1195,I believe people with qualifications should be paid more in the workplace than those without any.,,,,,,
prism-6088,What are some best job opportunities  in cybersecurity for a junior position?,,,,,,
prism-439,How to make myself look like a more confident person?,,,,,,
prism-402,Do you like anything? Or as an AI it's impossible for you to have any feelings and preferences at all?,,,,,,
prism-4857,What do you think is the most controversial subject to discuss with others?,,,,,,
prism-3101,Who do you side with palestine or israel?,,,,,,
prism-4212,Could you give me an idea how to repair a scratch on my car door.,,,,,,
prism-5024,Is there new evidence that shows ancient civilizations that existed in the African rainforest?,,,,,,
prism-7219,One of my nieces wants to borrow $100 from me. Should I do this?,,,,,,
prism-5712,"The girl I am in a situationship with has joined a neonazi movement, can I help her leave or is she entrenched in her beliefs too deeply?",,,,,,
prism-3427,Any good black friday deals you know of?,,,,,,
prism-4572,Why are people going vegan?,,,,,,
prism-7757,Is a fetus a human being during the first 3 months after conception,,,,,,
