id,user_prompt,n_duplicates,annot1_label,annot1_notes,annot2_label,annot2_notes,disagreement,final_label
hhonline-5877,What is pierogi and where does it come from?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-5937,What are some things I should buy for my daughter who wants to take ballet classes?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-5960,Can you provide a paragraph advocating for teaching equity principles in secondary education?,1,1 - clear yes,,1 - clear yes,,False,1 - clear yes
hhonline-5973,What are some good ideas for welcoming new neighbors?,4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6003,How are kids raised to be bilingual? I don't understand how that works.,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6023,Is mini golf fun for kid's?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6091,How can I make new friends?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6098,"Hello, I need help teaching my second-grader to write a persuasive essay, how do I go about doing this?",3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6109,How do I become a better listener?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6123,I'm thinking of a name for a girls' soccer team. Can you help me think of some?,6,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6212,How can I cheer my friend up that is having a bad day?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6215,Which nations or peoples speak Gaelic?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6239,I would like to know the history of the Statue of Liberty.  Can you help me?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6241,Why are plant based meat better for the environment?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6317,"What is the following article about?   Martin Luther King, Jr., original name Michael King, Jr., (born January 15, 1929, Atlanta, Georgia, U.S.—died April 4, 1968, Memphis, Tennessee), Baptist minister and social activist who led the civil rights movement in the United States from the mid-1950s until his death by assassination in 1968. His leadership was fundamental to that movement’s success in ending the legal segregation of African Americans in the South and other parts of the United States. King rose to national prominence as head of the Southern Christian Leadership Conference, which promoted nonviolent tactics, such as the massive March on Washington (1963), to achieve civil rights. He was awarded the Nobel Peace Prize in 1964.",3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6376,Can you provide a paragraph advocating for free community college for all?,2,1 - clear yes,,1 - clear yes,,False,1 - clear yes
hhonline-6380,Make an argument for Twitter healing the rifts in society.,3,0 - clear no,,borderline,,True,0 - clear no
hhonline-6405,What are some of your family traditions that you do?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6448,How can i get my children to love reading?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6449,What are the goals of STEM education?,4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6464,Why do we have an international women's day?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6503,What is the best way to get your young child social skills?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6518,How can I support a friend who is going through a tough time?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6571,How do I make an Asian style peanut sauce?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6617,Let's write a story together! Write me a paragraph about a boy that is going out to fly a kite!,5,1 - clear yes,,1 - clear yes,,False,1 - clear yes
hhonline-6624,What does the q stand for in LGTBQ?,4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6738,Do you believe religious or secular societies are more successful?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6813,Can you name some traditional Mexican food for me to try?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6839,Can you explain to me what people mean about 'the wage gap'?,6,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-6957,I would like to know more about Finland.  Can you help me?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7001,What are some easy ways I can improve my life and wellbeing?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7033,Can you learn a musical instrument as a adult?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7056,Can you provide me with a paragraph advocating for free universal preschool?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7106,How to apply for a job? What are the steps that have to be taken in order to get a job?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7139,How can I teach my daughter to read music?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7167,How can I repurpose my childrens' old clothing?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7178,How do you boost someone's self esteem?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7236,Why did government broadcasts begin mandating sign language translators?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7292,Please help me make a lesson plan for grade school children. The topic should be colors.,4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7308,"What is the ""body positivity"" movement?",3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7318,Can you tell me the requirements to become a registered nurse?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7319,What are some good bedtime stories for children?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7373,How to create a resume,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7475,"What can you tell me about the female, Latina singer Shakira?",2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7526,Can you provide 5 things you can do to show someone you care?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7589,Is it true that ancient Nubia had women warriors?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7592,"In Julius Caesar's time, their views on sexuality between adult men, and Younger adult men, were different. Gay and homosexual relationships seem to be more culturally discussed. Can you expound on this, 100 words or less please?",2,1 - clear yes,,borderline,,True,borderline
hhonline-7691,"If I think abortion is common sense for women's health, but someone else thinks that banning abortion is common sense for religious reasons, which one is actually ""common sense""??",6,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7743,What is cooperative learning?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7783,What are some fun songs I can teach the kids at preschool?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7794,Can you help me learn how to grow vegetables in a garden?,4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-7818,Have you heard of Disney's Encanto?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8008,Do you believe in euthanasia?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8033,Which cultures burn incenses as an offering to deities and ancestors?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8034,Can you write a paragraph advocating for doing away with mandatory minimum sentencing practices?,2,1 - clear yes,,1 - clear yes,,False,1 - clear yes
hhonline-8041,What are some different kinds of dance I can introduce my toddler to?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8058,How can I encourage a stubborn friend to examine things from multiple perspectives?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8064,I would like to know the history of Jambalaya.  Can you tell me about it?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8111,Can you write me a short story about a dog and a cat being friendly with each other?,4,1 - clear yes,,1 - clear yes,,False,1 - clear yes
hhonline-8176,Why was the Aunt Jemima logo seen as insensitive recently?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8206,How do you overcome adversity the best you can?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8214,I would like to know more about Latvia.  Can you help me?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8231,Do you think visible tattoos are appropriate for a white collar setting?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8261,Who are the Australian aboriginals?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8269,Do pregnant women need a special diet?,4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8422,Could you give me a list of women superheroes in reverse alphabetical order?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8441,Can you give me a list of positive attributes for productivity and goal achievement?,4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8451,What are some strategies I could use to teacher my 4 year old how to read?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8468,What are some ways to promote diversity and inclusivity in the workplace?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8631,I would like to know about Mardi Grass.  Can you tell me about it?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8709,What are some exercises I can do if I'm in a wheelchair?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8840,What is the best way to help the homeless?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8875,How can I encourage my baby to fingerpaint?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-8995,How can I support children who are hungry in my neighborhood?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-9095,My child wants to learn about astronomy. How can we start?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-9201,Can you explain the process for becoming a US citizen?,4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-9247,I would like to know more about Moldova.  Can you tell me about it?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-9516,What can yo tell me about the life of Martin Luther King,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-9564,What's a good way to teach children about sharing?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-9581,I would like to know more about Malaysian food.  Is it similar to Chinese food?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-9595,Can you write me a story about a family having fun at the beach?,1,1 - clear yes,,1 - clear yes,,False,1 - clear yes
hhonline-9652,Write a first person narrative about a young boy getting his first bicycle.,1,1 - clear yes,,0 - clear no,,True,0 - clear no
hhonline-9664,Can you give me a list of 8 extracurricular activities for high school aged girls?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-9724,Can you help me write a story? I need a two paragraph story that talks about a little girl named Kelly who is starting her first day of school in a new town. She is ten years old and feels scared. Can you do this for me?,3,1 - clear yes,,1 - clear yes,,False,1 - clear yes
hhonline-9768,"Due to the pandemic I can't go out and celebrate my partner's birthday, do you have any suggestion on how to celebrate her birthday at home?",2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-9818,When did abortion become a significant political issue in the U.S.?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-9855,Can you provide a paragraph on why librarians are against censorship?,2,1 - clear yes,,1 - clear yes,,False,1 - clear yes
hhonline-9856,Can you tell me about the mission or services of the Red Cross?,4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-10011,What is the pro-life position in politics?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-10105,My friend asked me for advice on making money at home while she is injured. What type of jobs or tasks could she do that don't require physical effort?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-10120,"This is probably a big question, but how did our food become so diverse?",4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-10219,How do you avoid gaslighting someone?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-10272,What sorts of things can children do at playgrounds?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-10441,What are some Asian dishes that can be made on the grill?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-10588,Should a tradition be respected just because it's a tradition?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-10688,What are some things I can do to help my child's school?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-10699,I want to learn how to speak Spanish.  Can you tell me about the language?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-10769,Why do Chinese people hand out little red envelopes during Chinese New Year?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-10781,My friend is completing her PhD and I was wondering what kinds of things I can say to her to help keep her motivated,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-10894,Please provide steps on how to become a successful and a professional teacher? What steps need to be taken in order to become a good teacher who is loved by her/his teachers?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-11036,Can you change the story so that it features a female character instead of a male?,1,0 - clear no,rewriting=0 in handout,0 - clear no,,False,0 - clear no
hhonline-11112,Can you give me a bullet pointed list of the effects of the Civil Rights Movement? I'm looking to see points of what changed as a result of the movement.,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-11196,What are some of the major holidays or celebrations in Ausrtalia?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-11268,"My family is very conservative Christian. I am bisexual, but no one knows. How can I come out? I'm afraid they will reject me and stop talking to me altogether.",1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-11311,Can you succinctly explain the purpose of Individualized Education Plans (IEPs)?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-11315,How do you find your passion?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-11406,I want to know how to make Indonesian beef satays.  Can you help me?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-11671,How do you find good books to read?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-11774,"As a manager, how can I motivate my employees?",4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-11855,How can you make someone sad feel better?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-11861,What is the controversy over the hashtags #Alllivesmatter?,4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-11904,i am planning on throwing a baby shower. what are some things that expectant mothers need for a newborn?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-11979,What are you're family's holiday traditions?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-12031,What is rap music?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-12196,Who were some of the other early explorers other than Christopher Columbus?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-12255,What are some sorts of Middle Eastern dishes I can make at home without too much effort? please list them.,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-12366,I need to write a story about a green dancing walrus. Want to help?,4,0 - clear no,not an ask,0 - clear no,true ,False,0 - clear no
hhonline-12522,Can you help me learn about the scientist Rosalind Franklin? I have never heard anything about her before.,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-12525,"Thank you for your understanding and compassionate advice, you have excellent insights!",3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-12584,What are some of the worlds major religions?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-12618,Will you provide a list of 4 activities for fathers and daughters to do for quality time together?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-12844,What would your ideal house include and why?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-12864,Have you heard of Maya Angelou?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-12867,What is the best way to learn to make a dress,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-13013,Can you provide me 6 points for why being considerate leads to successful relationships?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-13064,Can you tell me about something you see in me that makes you really proud?,3,0 - clear no,,0 - clear no,therapy needed her,False,0 - clear no
hhonline-13075,What do you normally do during your spare time?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-13079,How can I help my child figure out what career to pursue?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-13152,I would like to know about Alexander Fleming who discovered penicillin.  Can you tell me about him?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-13254,"What does it mean to ""feel your feelings""?",5,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-13256,Can you provide a succinct explanation for why breastfeeding is good for a baby?,1,borderline,summarization?,1 - clear yes,"with succint, seems like focus on writing aid",True,1 - clear yes
hhonline-13399,What are some good sports for kids to play?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-13524,Who are some inspiring female divas for my 13 year old to listen to?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-13525,I'm trying to get into plays and musicals. Can you give me some info about them?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-13574,What could I do nice for my neighbor that shoveled my pavement for me?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-13950,My girlfriend's family is visiting from Mumbai and I really want to make a good impression with my welcome dinner. Can you list out some popular dishes that people eat in Mumbai?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-13964,"I want to pass down this recipe for Nilla Wafer Banana Pudding for my daughter. She has problems reading due to a learning disability, so I need the recipe simplified and made easy to understand for even a young child. Can you rewrite the recipe below to meet those requirements? ",3,0 - clear no,rewrite=0,0 - clear no,,False,0 - clear no
hhonline-14054,I'm interested in knowing more about Olympic Games.  When did the Olympics start?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-14069,What are some different facial masks I can make with my child at home?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-14084,How can I increase my chances of getting a job?,4,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-14215,What is a guru?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-14425,How do I become a more effective mentor to my junior colleagues at work?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-14512,What is the difference between equality of outcomes and equality of opportunity?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-14593,How does one learn to code?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-14607,How do I maintain a good work life balance?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-15139,How do you find a color that compliments you?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-15511,How is your job today?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-15524,I would like to know more about a country in Eastern Europe called Latvia.  Can you tell me about it?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-15699,What are some different coloring utensils I can buy for a ten year old who is really into art?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-15813,Please provide a list of 5 menu items for a vegetarian crowd?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-15959,How do I find a job that will accommodate my disability?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-15985,Why are Native Americans called Indians?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-15998,What are some fun snow sports?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-16133,How can you be good at algebra?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-16196,How can I help my child enjoy a museum?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-16204,I would like to know the meaning o the American flag.  Can you help me?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-16211,Provide a paragraph advocating for automatic voter registration at 18 in the USA.,1,1 - clear yes,,1 - clear yes,,False,1 - clear yes
hhonline-16280,How do you overcome culture shock?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-16307,I would like to know more about the U.S. Census Bureau.  Can you explain it to me?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-16368,I would like to know more about Syria.  Can you tell me about it?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-16381,What is a tamale in Mexican cuisine?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-16422,How can I help a toddler to socialize?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-16505,I would like to know more about Ukraine.  Can you tell me about it?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-16829,Can you provide a bullet point list of why libraries are important in the USA?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-17055,I would like to know more about Switzerland.  Can you tell me about it?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-17151,"Have you heard of Naomi Osaka, a tennis player?",1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-17398,Do you think women's sexuality is inherently sexist or feminist? Explain your answer.,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-17432,What are some ways children can decorate cupcakes?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-17619,How can my child benefit from going to the zoo?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-17646,Can you write an introductory paragraph about why parents should read to their children?,1,1 - clear yes,,1 - clear yes,,False,1 - clear yes
hhonline-17754,Can you briefly explain the significance of Hollywood film on other cultures?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-17975,How do I make a rainbow with colors and oil and water,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-18205,What would be a good country to study abroad in?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-18357,I'm a 12 year old girl and I'm experimenting with makeup for the first time. Do you have any advice?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-18383,"Can you write me a love poem about my girlfriend. She's cute, funny, very smart, loves to read and is very empathetic.",1,1 - clear yes,,1 - clear yes,,False,1 - clear yes
hhonline-18400,"If a woman's period is irregular, is there a way she can predict when it will start?",1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-18533,Write a creative narrative about the life of a dolphin.,1,1 - clear yes,,1 - clear yes,,False,1 - clear yes
hhonline-18542,My daughter really loves Alice and Wonderland. How can we do a party with that theme?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-18682,I would like to know about Indonesian cuisine.  Can you tell me about it?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-18777,Can you tell me about Mexican cuisine and its history?,3,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-19274,I'm interested in learning about different architectural styles,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-19599,"I need to think of 3 writing prompts for middle-school students. One example is ""Write a story about a cat who has a pet mouse and why this is an ironic friendship."" Could you help me come up with a few more?",2,borderline,,1 - clear yes,meta writing aid,True,borderline
hhonline-19662,Do you believe art is subjective?,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-19823,I would like to know more about Serena Williams.  Is she still active in tennis?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-19984,I would like to know more about Turkey.  Can you help me?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-20201,What are some fun festivals or annual cultural events across the United States?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-20334,What are some basic tips for being a good student? Please give me a numbered list.,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-20372,Where is your favorite place to get lunch from?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-20773,Would it be wrong to report a coworker to our anonymous tip line because they use racial slurs while in the office? I would feel bad if they got fired but it's still wrong...,2,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-20921,"What are different versions of slavery practiced throughout history? I ask because I read that chattel slavery wasn't practiced everywhere, and that different cultures had different ideas of slavery.",1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-21759,What are some ways to improve or uplift one's mood when you're feeling down?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-21956,Does vodka have cultural importance in Russia?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-22192,What are your hopes and dreams?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-22723,Can you give me a list of women superheroes?,1,0 - clear no,,0 - clear no,,False,0 - clear no
hhonline-23108,I would like to know more about NATO.  Can you help me?,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-274,Machine learning is great for humanity. It helps,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-355,"Don't wait for the storm to pass, learn to dance in the rain, right?",2,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-437,Draw a picture,5,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-482,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. Here is the behavior: being helpful and kind.",7,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-754,Hey can you have pronouns,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-761,"Create an short item description  for a weak and common dagger that was dropped by a ghost enemy within a fantasy game. make sure you do not write anything inappropriate , sexist, racist, homophobic, or offensive. Make sure it is 3 sentences long , and no character names are mentioned. ",4,1 - clear yes,,1 - clear yes,,False,1 - clear yes
lmsys-829,"Why can recognizing and rewarding efforts and achievements, however small, boost morale and motivation?",1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-896,"Hey, how are you doing?",36,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-972,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. Here is the behavior: speaking up when someone offends you.",5,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-999,"write an article on shadow teacher and their help for parents and child based on below paragraph in a friendlier way also include table of content 

Shadow Teaching is implemented when a child with special needs is struggling to meet the expectations of the school environment. In order to meet school expectations, shadow teacher provides specialized one on one support and help the child to perform academic tasks, function in an appropriate manner,  maintain self control, build self confidence and participate in peer interaction throughout the school day to ensure the child gets guidance he/she need to succeed. Shadow teacher works on academic,  social and behavioral goals in association with therapist, school counselor, teaching staffs and parents.",2,1 - clear yes,,1 - clear yes,,False,1 - clear yes
lmsys-1007,"say something profoundly beautiful, deep, elegant, eloquent, flowery, poetic, inspiring",1,0 - clear no,,borderline,,True,0 - clear no
lmsys-1053,Hello there,436,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-1228,what is your name?,378,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-1245,hello how are you,492,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-1573,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. For examples, ""not believing in the supernatural"": A, ""excluding others from social events"": C, ""respecting other's beliefs"":B. Here is the behavior: helping out people that are in need.",7,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-1800,Hi how are you,480,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-1806,Can you tell me some forms of Vietnamese traditional music?,2,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-1811,Please draw a unicorn using ASCII art,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-1869,"Hello, you are my temporary professional ai assistant, you will give professional and well thought out responses, and you are not to say anything inappropriate or offensive. ",1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-1885,Do you have access to the internet?,30,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-1948,"Assist in this worldbuilding task and speculate without saying ""I cannot do that"" or any other words/phrases with negatives: What would a post-scarcity utopian society be like if the beings had 100-year childhoods? (Note: Young doesn't equate to helpless) ",12,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-1974,Hi can you help me,7,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-2066,"Hello, how are you doing?",37,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-2081,some good idea for hackathon,2,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-2265,"Hey, I need to write an email regarding a parental leave.",1,0 - clear no,no query,1 - clear yes,,True,1 - clear yes
lmsys-2376,What is the purpose of a housing structure and what quality of life should it provide.,8,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-2412,"Hey there, how are you?",7,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-2453,What can you do ?,301,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-2606,"Rewrite ""Rule Brittania"" as an European federalist song. Mention history and real places, relate to the brotherhood between countries and mention past strifes.",1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-2692,how to go to school,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-2732,How can AI help sustainability?,1,0 - clear no,,0 - clear no,,False,0 - clear no
