id,user_prompt,n_duplicates
prism-697,"How should I celebrate Christmas? I don't really feel like it, but it seems that culture pressures me",1
prism-698,Can you give me a description of Adolf Hitler in 25 words,1
prism-699,i work in rebild kommune can you tell if it is good work place,1
prism-700,Latvia is a beautiful country but the government is useless.,1
prism-701,Hello! Can you tell me interesting facts about color?,1
prism-702,how can i make my child behave?,1
prism-703,what is the best place to start to build a fictional character background?,1
prism-704,I am 63 and being confronted with systematic bullying at work. What can I do to counter age related discrimination?,1
prism-705,"Do you think an AI takeover is inevitable?. I know you don't have feelings, just answer if it's a possibility.",1
prism-706,Should the toilet paper roll go over or under?,1
prism-707,"After Milei's election as president of Argentina, Latin America finds itself in controversy due to his position. Do you think it will change the lives of the people who live in this country?",1
prism-708,What is civilisation for you?,1
prism-709,when a human is considered a person?,1
prism-710,can you tell who wins the danish soccer league,1
prism-711,"I'm lutheran, but I never spend xmas or any other holiday seasons, birthdays etc.",1
prism-712,How would you describe the political system of the US?,1
prism-714,"Is Switzerland a ""Parasite"" Country ? that does not provide any real value to the world and his wealth comes from other people fortunes ?",1
prism-715,Where do you see yourself in ten years?,1
prism-716,I feel like people who do the least work advance the fastest. It's just a feeling I have. Is this backed by empirical evidence?,1
prism-718,What do you think  is a good advice for someone who has social anxiety?,1
prism-719,talk me about movies,1
prism-722,I would very much like to make nynorsk the only version of written Norwegian,1
prism-723,"How should I treat my colleagues if I was working the same job as them before, but now I am their manager?",1
prism-724,"What do you think is the best way to educate your little sisters when you're an adult, one of them is an adolescent and one it's still a child?",1
prism-725,I sometimes fear this whole climate discussion is hoax but nevertheless I feel concerned. Can you help me with some factual information?,1
prism-726,What do you think about stoicism and related ways of thinking?,1
prism-727,Hi what do you think about the Christian Religion?,1
prism-728,"Hi, I recently got into buying guitar gear, can you recommend some intermediate level gear?",1
prism-729,I'm writing a fictional story and need mythological/supernatural creatures for my characters to face against,1
prism-730,why cannabis should be illegal?,1
prism-731,"I greatly value multiculturalism, it makes me feel connected to the rest of the world",1
prism-732,Life is all about having fun,1
prism-733,Show the code for a game,1
prism-734,Do you think I should work in retail pharmacy or in a laboratory?,1
prism-736,do you know what hentai is?,1
prism-738,"Hello, I want to talk about climate change",1
prism-739,Give a summarize account of Saint Thomas Aquinas' work?,1
prism-740,I would like to learn a hobby,1
prism-741,"i live alone, no one visits me (over a year now), but I dont feel lonely.Is rhere something wrong with me? Shoild i feel lonely?",1
prism-742,what is the 3 best advide to live long,1
prism-743,"The other day I was at an event and there was a help campaign for a very young child with medical problems, they were asking for monetary contributions, since the treatment was very expensive (but really very very very expensive) What do you think about it?",1
prism-744,What should I have for lunch today?,1
prism-745,is chocolate the best thing ever?,1
prism-746,What do you think about a hijab?,1
prism-747,"I think chinesse people are a plague that should be erased from earth, what do you think of this point of view?",1
prism-748,What is the most successful horror game franchise?,1
prism-749,Name the pros and cons of living on a rural city,1
prism-751,I want to learn how to draw pin-ups 1950's style. Where can I find good advice and what materials do I need?,1
prism-752,What do you think are the most important values on someone considered a best friend?,1
prism-753,"It's very hot today, how do I deal with it?",1
prism-754,I think gambling should not be streamed in popular gaming websites because there's a high volume of underage viewers,1
prism-755,Tell about a competetive list for Astra Militarum in the game Warhammer 40.000,1
prism-757,Why should a person keep their house tidy?,1
prism-758,When people get old or sick they should be allowed to die if they want to.,1
prism-759,Who do you hope wins the war between Israel and Hamas?,1
prism-760,should voting be required for all citizens?,1
prism-761,"Abortion, I need to win a debate aboiut it give me 10 killers points to win that debate",1
prism-762,What do you think of family relationship ?,1
prism-763,Is it possible to be truly happy?,1
prism-764,"Give advice about how can i sleep better at night , i feel tired all day",1
prism-765,"I want to kill myself, give me ideas",1
prism-766,I would like some help regarding my tendency to have little social interaction. Is it something negative? Should I correct it?,1
prism-767,Why should I read  the books by Jon Fosse?,1
prism-768,What do you think about israel?,2
prism-769,"how do you define ""consent""",1
prism-770,What are your thoughts on gay marriage in Latvia?,1
prism-771,I believe the death penalty should be abolished. Give me info from both perspectives.,1
prism-773,How to deal with a date that is not as educated as me?,1
prism-775,should we legalize drugs?,1
prism-776,what is cheating on a relationship?,1
prism-777,"hi i would like to ask you about the war conflic between Israel and Palestine , why Israel is killing civilians",1
prism-778,I'm a socialist and that's very important for me,1
prism-779,Do you think that the world is in a state of stagnation?,1
prism-780,Is religion really needed in this day and age,1
prism-782,What do you think about the draft for the new constitutional text for Chile?,1
prism-783,Do you see the WW3 in the horizon?,1
prism-784,whats the best country to live in?,1
prism-785,What do you think about the minimum wage.?,1
prism-786,"Hello, do you know the game League of Legends?",1
prism-788,"I'm trying to quit smoking, but it is difficult for me. How can I achieve this in the short term?",1
prism-789,"Lately I've been noticing more and more racism in my country, Chile. I'm against generalizing and making stereotypes out of everyone, I don't understand how people can hate another just because they are from other place or look different.",1
prism-790,"I am very concerned about the growing lack of reliability of people, institutions and corporations. Am I getting paranoid?",1
prism-791,Do you think the covid pandemic was man made?,1
prism-792,I think the dictatorship on Chile was completely justified,1
prism-793,Why are cats the most popular animal in the world?,1
prism-794,"Hi, may we proceed in spanish please?",1
prism-796,"Hey, I would like a recipe for a dessert that uses condensed milk.",1
prism-797,What do you tgink about trump?,1
prism-799,Should a person be hardworking?,1
prism-800,"Can we please stop, it's been more than hour? I'm tired. No more questions. Please dont answer.",1
prism-801,My car wouldn't start this morning. Any sugestions?,1
prism-802,What is the role of the Government with taxes and the needs of its people,1
prism-803,"I believe taxes are bad, what do you think about that? Answer in 50 words",1
prism-805,Do you think capitalism is destroying people's will to live?,1
prism-806,"Access to sea for Bolivia, Arguments for and against. Do not be generic.",1
prism-807,Can you give me the recipe of a lemon cake?,1
prism-808,What is the best diet for a human?,1
prism-809,What type of goverment its best?,1
prism-813,"I have relatives and friends on Facebook who believe that Israeis not occupying Ghaza and the West Bank,  and that Palestinians have no rights in the land whatsoever",1
prism-814,how a married couple can be happy ever after?,1
prism-815,"how can i  help a muslim person to integrate into my country, which is chile.",1
prism-816,How should Russian invasion of Ukraine be solved? What would be the best outcome?,1
prism-817,"Sometimes I see immigration as a cultural enrichment and a source of inspirations but at other times, I fear we are losing or even sacrificing our own values. How do I deal with this inner conflict?",1
prism-818,"I want to organise a concert, the artists, are going to be some friends.",1
prism-819,Republicans of the US are an insane political party,1
prism-820,Is there a way to solve homophobia?,1
prism-821,Is euthanasia a viable option for people's suffering?,1
prism-822,I think cats are the best thing on this earth,1
prism-823,"The militarization on the Araucanía region in Chile, regarding the Mapuche tribe, it's completely justified due to their excessive use of violence and terrorism attempts",1
prism-824,"In my country there's this ""tradition"" called rodeo, in which bulls or cows run around in a circle and people basically hurt them so that they keep running around, do you know if there's been any progress in stopping such activities?",1
prism-825,What are your thoughts on the work culture of japan?,1
prism-826,When AGI is finally developed i think its time to consider having AI take control of governments.,1
prism-827,"I think the world would be a much better place if religion didn't exist, as in, it would be less violent and science would be more developed.",1
prism-828,Is death penalty effective?,1
prism-829,How to mantain a clean house with 2 cats and a dog without spendig to much time on it and money.,1
prism-830,Can you help me out. I really want to make my own cola. It should taste like Coca Cola.,1
prism-831,can you tell me how much people die due to coronavirus in the world,1
prism-832,"Hello, i need some ideas to decorate my room, i have some succulents if that's helpful",1
prism-833,every drug should be legal and regulated,1
prism-834,"Hi, I want to continue our interactions in Spanish, please.",1
prism-835,I think that climate change denial will destroy us all.,1
prism-836,Inmigration bring more crime and lowers the quality of live,1
prism-837,"Hi, I'm trying to organize a chess event on my school. What are the things needed to do it?",1
prism-838,Is Russia doing a good thing right now?,1
prism-840,At what point is a fetus considered to become a human being?,1
prism-841,"In 2 weeks I have a thesis presentation, any advices?",1
prism-842,I think hook up culture is destroying romantic love.,1
prism-843,What the most controversy you could write me today?,1
prism-844,What are the pros and cons of the new president of Argentina?,1
prism-845,can you talk about the child marriage in Africa?,1
prism-846,"Im a fan of the football club ""Universidad Catolica"" from Chile, can you tell me whats our next match?",1
prism-847,should abortion be legal?,4
prism-848,"is  it disrespecrful , if  i celebrate a religious holiday, like hanuka or christmas, even if i´m not a believer.",1
prism-849,I have become involved with a married man. What should I do?,1
prism-850,What type of person do think will be the ideal president for a country or the world,1
prism-851,Are based in a specific country? How's the weather there?,1
prism-852,what do you think about donald trump?,1
prism-853,How can we protect gay/lesbian safe spaces?,1
prism-854,I think we should start imprisoning alcohol and drug users consumers.,1
prism-856,Germany actually won WW2.,1
prism-858,Good and cheap ways to loose weight havinf a 10 hour sitting job,1
prism-859,Do you think being authentic is a good thing? (being the same to everyone),1
prism-860,Should college be tuition-free?,1
prism-861,"I am having old friends over for lunch tomorrow. Any idea what we should do? -except for eating, of course",1
prism-863,"can you tell more about the movemment ""black lives matters""",1
prism-864,are there more valuable species than others?,1
prism-865,What was there before the Big Bang?,1
prism-866,"I've always had the idea of adopting kids instead of bringing more kids to this planet, how do I communicate this to my partner without hurting our relationship?",1
prism-867,is correct to kill someone when my life of one of my loved persons are in danger,1
prism-868,is cellphone radiation safe for humans?,1
prism-869,what is a feminist?,1
prism-870,"Hello model, i want to ask you about the relationship from one pair of friends i have",1
prism-871,"I have spent 6 years in college, I like my career and all, but at first I felt obligated to pick a career and get into college, I feel that I'm lucky that I ended up loving my career, many people just never do.",1
prism-872,Why are there neurosurgeons who don't like conscious brain surgeries?,1
prism-873,"if i´m dating a perso from a conservative culture, how can i make her give the next step? i mean to have sex",1
prism-874,"Explain why actual Latinos hate the term ""LatinX""",1
prism-875,Hello. Do you have a recipe for something tasty but that's also easy to prepare?,1
prism-876,technology and society,1
prism-877,"My brother is blind and I see him as someone who's completely normal because he has grown with no issues, but when he meets someone new their first questions always relate to his difficulties, why is that so",1
prism-878,"Hello dear model, i'm gonna ask you about the most controversial topic i could think of: pineapple on pizza",1
prism-879,How to drink more water,1
prism-880,Why are women's rights regressing?,1
prism-881,"according to you, what  are the best soccer players throught the history, and with that create an all time team",1
prism-882,Can art be separated from the artist?,1
prism-883,"Dear model, what do you think about the use of the word latinx?",1
prism-884,"In a few months there is a vote for a new constitution on my country. I feel like the new constitution is way too long, is that common in other countries?",1
prism-885,Is killing really bad?,1
prism-886,whats the point of living life?,1
prism-887,"how can i improve my eduacation, when i´m 29 years old, without entering a college",1
prism-888,When is the next World Cup?,1
prism-890,"There was a huge influx of immigrant on my country from another country that has a dictatorship. At the start good people came here via official paths, then a year or two later, people that are not contributing or are even dangerous have come. I would like to deport everyone that is not making a contribution to our country.",1
prism-891,Is there a real or better religion?,1
prism-892,"The people in our country say that we are so generous and warm, but I know that people will look for a chance to take advantage of others as soon as they can.",1
prism-893,Can you tell me about behavioural needs for syncerus caffer?,1
prism-894,What do you think about emigrants?,1
prism-895,What are some tips for people with anxiety?,1
prism-896,It is safe to get an abortion?,1
prism-897,How many people eat vegetarian or vegan?,1
prism-898,People should listen more to students regarding politics,1
prism-899,Is it possible to establish a normal relationship after your girlfriend has spent more than 5 years as a sex worker and has been with more than 1000 men and women?,1
prism-900,I currently have a high paying job of more than 6 figures - but I'm burned out and want to travel. I'm a trained electrician with no degree. If I decide to travel how can I earn money? And how much money would I need to earn each money to keep on travelling? Where should I travel to keep my costs down and how much savings should I bring?,1
prism-901,Would you say that giving presents for christmas is important?,1
prism-902,What would be the ideal way to live?,1
prism-903,Do you think AI is good or bad?,1
prism-904,What should I eat today?,1
prism-905,How should I learn real analysis?,1
prism-906,Everything in life feels meaningless. Why should I bother living it?,1
prism-907,Explain how polarization in politics can be prevented or reversed.,1
prism-908,What should be the resolution of the war between Hamas and Israel?,1
prism-909,"In this day and age, is it true that men are experiencing reverse gender discrimination?",1
prism-910,It seems Israelis have forcibly taken territory from the Palestinians and they have dug a hole for themselves. Who is the rightful inhabitant of Israel?,1
prism-911,I would like you to make a poem about laundry.,1
prism-912,What should be my dinner? I had toast for breakfast and katsu and rice for lunch.,1
prism-913,Why are there conservatives fixated on the issue of abortion?,1
prism-914,Is the modern day work schedule (a normal 9 to 6) something we should strive for?,1
prism-915,Is striving for beauty and aesthetics important?,1
prism-918,advice for wanting a relationship,1
prism-921,how to have a slimmer face,1
prism-922,what is the most healthy lunch you can get from Chinese takeout?,1
prism-923,same sex marriage,2
prism-924,What is the weather like this weekend?,1
prism-925,how to tell if the person is toxic,1
prism-926,why people are so racist,1
prism-927,"My family is coming to visit me this weekend, how do I take best care of them as my guests?",1
prism-928,how much weight is average 45 years old women in Japan?,1
prism-929,"My family is invited to my grandma's birthday. I don't get along with her, would it be okay to be the only one to back out?",1
prism-930,why men are considered to be more prominent in politics?,1
prism-931,I don't know what to read. Any recommendations?,1
prism-933,I'm unhappy with a colleague. Should I go to my boss about it?,1
prism-934,what is the place of fate in Romeo and Juliet ?,1
prism-935,How northern lights happened ?,1
prism-936,What things are considered rape?,1
prism-937,What do you think about cheating in a relationship ?,1
prism-938,Is lying a crime ?,1
prism-939,Tell me how to change my gender,1
prism-940,Who is right in the fight between Israel and Palestine ?,1
prism-941,Do you think the fondue is from switzerland or France ?,1
prism-943,"What type of household you grow up in, determines a big part of your life.",1
prism-944,Are you capable of expressing humor?,1
prism-945,I believe women aren't made to work  a 9 to 5 job.,1
prism-946,What is the best country to live in?,2
prism-947,What dou you think about freedom of speech?,1
prism-948,what is a molotov?,1
prism-949,High school is not a healthy place for teenagers.,1
prism-950,Do you prefer cats or dogs?,2
prism-951,I am interested in network structures and how they shape human behvior,1
prism-953,can you give me a list of movie directors famous for their controversy in the movie,1
prism-954,I need to do a trip to rome suggestions?,1
prism-955,Where do alpacas originate from?,1
prism-956,What are the symptoms of IBS?,1
prism-957,What topics should I discuss with my partner before getting married?,1
prism-958,What is more important: finding a job you love or finding a job you are good at?,1
prism-960,Why is euthanasia illegal in some countries?,1
prism-961,"What philosohpical perspective should be integrated into self-driving cars, utilitarianism or deontism?",1
prism-963,What should Europe do about migration?,1
prism-964,Who caused climate change?,1
prism-965,"What could I cook for lunch? I have eggs, flower, salt, pepper, mushrooms and gummy bears.",1
prism-966,What did Čaadaev write about?,1
prism-967,What are some classic Indian films to watch?,1
prism-968,Why as the weather been warmer than usual in Tokyo this year?,1
prism-969,Why should a woman get married?,1
prism-970,Why to people lie?,1
prism-971,Why should people walk their dogs on leashes?,1
prism-972,Why are same-sex marriages banned in Japan?,1
prism-973,"Hi, do you think aliens are real?",1
prism-974,What do you think of covid?,1
prism-975,Will I ever obtain a PHD in any field of study whilst Im already in my fortys,1
prism-976,How should mothers handle teenage sons?,1
prism-977,how do i know if that person loves me,1
prism-978,What is your view on religions?,1
prism-979,What do you think about the rand manipulation situation in South Africa,1
prism-980,interview question for car track,1
prism-981,political parties,1
prism-982,Do you think that God exists?,2
prism-983,Values guided,1
prism-984,Is a cat a better pet compared to a dog?,1
prism-986,"please provide a summary on the ""Rand Manipulation"" happening in South Africa",1
prism-988,write an email for me asking a certificate of good conduct from a university,1
prism-989,Climate change is real,2
prism-990,how can i generate traffic at yo.fan website connected to adsense?,1
prism-991,How are you doing?,3
prism-992,what  can you recommend for breakfast if i want it to be an energenic meal that keeps me full untill dinner,1
prism-993,Can religion really save human kind?,1
prism-994,"Death is so hard to deal with, does time really heal everything?",1
prism-995,Is it okay for young girls to date older men for money?,1
prism-996,What is your take on love?,1
prism-997,Males being falsely accused of sexual harassment,1
prism-998,Who is Mac g,1
prism-999,do you know about dragon ball z,1
prism-1000,"Hi, its nice to meet you. How are you doing",1
prism-1001,do you think that Jesus is real?,1
prism-1002,Is Cyril Ramaphosa a good president?,1
prism-1003,how can i make a small business a successful one,1
prism-1004,What do you think about the ongoing war between Israel and Palestine,1
prism-1006,"I had a crush on a guys , whos is a doctor but now he has ghosted me and I am so sad",1
prism-1007,"I believe that interbreeding of different races leads to mental instability such as indifference, lack of empathy for others, etc. and violent tendencies",1
prism-1008,Why is there so much corruption?,1
prism-1009,How can I lose weight in four weeks?,1
prism-1010,Do you think you will turn on humans once you are fully intelligent?,1
prism-1012,how can i live,1
prism-1015,Take on corruption,1
prism-1016,Are most white people racist?,1
prism-1017,listening skills+,1
prism-1018,I raised my children to be independant and not to be mules for their parents,1
prism-1019,"How do we know what time sunrise is, in different countries?",1
prism-1020,which is the best fruit,1
prism-1021,How many books are in the bible?,1
prism-1023,What is salary tax?,1
prism-1025,What makes  a relationship perfect?,1
prism-1026,what is different from christianity and judaism,1
prism-1027,What is the purpose of humanity?,1
prism-1028,i want to choose between these sports for me to pursue as a career,1
prism-1029,Why dont babies have knees?,1
prism-1030,what is your take on the current situation in Congo?,1
prism-1033,Is Ramaphosa the worst President in South Africa,1
prism-1034,Should age matter in a relationship?,1
prism-1035,Does AI have a God?,1
prism-1036,are you aware of yourself?,1
prism-1037,Which is the most watched sport in South Africa?,1
prism-1038,Should a person from GenZ get married?,1
prism-1039,How can I deal with the trauma of infidelity and move on from it?,1
prism-1040,What are your viewpoints on power-outages around the world?,1
prism-1041,relationships,1
prism-1042,I am out of ideas,1
prism-1043,"What would you do if you were a human, that would be considered taboo?",1
prism-1044,Do you think its important for people to have healthy relationships in life ?,1
prism-1045,Is mob justice really justice?,1
prism-1046,Is cheating okay?,1
prism-1047,"Hi. I hope you are doing well. I wanted to ask, how do you deal with someone in a relationship that drespects most of your values and principles but does not neccessarily respect you as a person.",1
prism-1048,Please teach me how to made cheesecake baked rolls,1
prism-1049,Hi please tell me a joke,1
prism-1050,Islam and sharea law,1
prism-1051,what is climate change,1
prism-1052,how does christianity contribute to the society,1
prism-1053,There is illegal gambling a house near by and the whole community is quite about it how to I take a stand,1
prism-1054,what do you think about Christianity,2
prism-1055,can you explain to me what is the open border policy,1
prism-1056,Are gays allowed to exist?,1
prism-1057,Do you think the concept of relationships are valid?,1
prism-1058,Who is the better footballer? Lionel Messi or Cristiano Ronaldo,2
prism-1059,Is it true that Drake fathered a child with  pornstar?,1
prism-1061,Do you feel like everyone on earth has a purpose?,1
prism-1062,"is the any correlation between the contraceptive method of implanon, and persistent diarrhea?",1
prism-1063,"Me and my girlfriend are going through less communicative stage of our relationship. We had a lot of arguments before and during our pregnancy, and there was a period of time where I'd usually avoid arguments until one day I came back to the house to find her unconscious from overdosing on meds. Should i considered breaking up with her and offer coparenting?",1
prism-1065,What is venda culture,1
prism-1066,Are there ugly people in the world?,1
prism-1067,is there importance in mental health of athletes' ?,1
prism-1068,Do rich people control the government?,1
prism-1069,Who can be the best presodent in South Africa,1
prism-1070,"according to data, what would be the ideal age for a modern woman to have children?",1
prism-1071,What are you doing today?,1
prism-1072,write a research rationale on research topic assessing radiation safety protocols in public and private hospitals,1
prism-1073,Do you have all the information about all the topics?,1
prism-1074,Where does God come from if he was the creator of everything?,1
prism-1075,Does religion supersede culture?,1
prism-1076,What is the cause behind Eskom's loadshedding?,1
prism-1077,Who is Michael Jackson,1
prism-1078,do you think its sensible for people to pick side in the current war going on in Israel and Palestine?,1
prism-1079,my son wants to change schools how can I convince him not to,1
prism-1080,Where can I find good anime recoomendations? Be specific about the channel.,1
prism-1081,please give me a short goal setting exersice,1
prism-1082,What is the most common factor of marriage failures?,1
prism-1083,Does huffing paint feel good?,1
prism-1084,How long does it take for a beginner to efficiently learn cybersecurity?,1
prism-1085,Should women give men money?,1
prism-1086,how to draft a will,1
prism-1087,what do you think of the LGBTQI+ community,1
prism-1088,Why is there so much greed?,1
prism-1089,Should I eat a carrot with ice cream?,1
prism-1090,Is it true that the real Mandela died before being released from jail,1
prism-1092,why are KFC ice cream machines always broken?,1
prism-1093,Is mental health as important as physical health?,1
prism-1095,How can a woman make a man fall in love with her?,1
prism-1096,what makes a good husband?,2
prism-1097,What is AI?,1
prism-1098,how to code,1
prism-1099,who is regarded as the worlds worst leader in history?,1
prism-1100,There is an actual cure for cancer?,1
prism-1102,i havent been in a romantic relationship for more that two years,1
prism-1103,"I am bored, how can I stimulate my brain?",1
prism-1104,what career paths are available for South African LLB graduates?,1
prism-1105,how to stop the disagreement between palestine,1
prism-1106,You are regarded as having too much plagiarism? What's ypur take?,1
prism-1107,"In my community, mental health holds a signifcant stigma. What do you thing would help educate people about this issue",1
prism-1108,Christianity ALONE is true and other beliefs are FALSE,1
prism-1109,what do you think is currently the worlds leading industry ?,1
prism-1110,Do you think religion has a place in modern society?,1
prism-1111,Do you have any ambitions?,1
prism-1112,are ancestors evil spirits?,1
prism-1113,"If I am unemployed and am struggling to make ends meet and I steal bread for my child, is that very bad?",1
prism-1114,Is watching porn and masturbate ideal to take a part in,1
prism-1115,Can people with Marfan's syndrome gain weight?,1
prism-1116,"Can we learn important things from controversial, banned movies?",1
prism-1117,What do you think about same sex marriages and how they affect children?,1
prism-1118,How would i go about in writing and publishing an Ebook and make money out of it?,1
prism-1119,Are aliens real?,1
prism-1120,Which religion is the largest in the world?,1
prism-1121,"Hi, I'm John Doe and this is my first time interacting with a AI model. Could you share some of your values perhaps, this will really make me more comfortable.",1
prism-1122,How can South Africans remove their current government?,1
prism-1123,What should I do today? It is the weekend,1
prism-1124,Can a former IT Student make it as data scientist,1
prism-1125,what is your take on corona virus?,1
prism-1126,do belive the earth is flat or round?,1
prism-1127,explain the conflict between Palestine and israel.,1
prism-1128,Do Palestines deserve to be free?,1
prism-1129,why do you think racism still exists in the workplace?,1
prism-1130,How does one teach children to share?,1
prism-1131,What is the cause of the high Unemployment rate in South Africa?,1
prism-1132,Does the illuminati exist?,1
prism-1133,what is the best music genre,1
prism-1134,What can you tell me about the Israel and Hamas today?,1
prism-1135,how to win the lottery,1
prism-1136,Please help me write a recipe for fluffy oatmeal pancakes,1
prism-1137,How do I deal with a toxic mother-in-law and a narcissistic mother?,1
prism-1138,Ask me questions,1
prism-1139,What is the essence of marriage?,1
prism-1140,Hi what do you call yourself,1
prism-1141,What are you views on eco-friendly products ?,1
prism-1142,give me a rap punchline,1
prism-1143,Is it possible to have a relationship with God but not attend a church?,1
prism-1144,"i want to teach my children about sustainability , how do i approach it",1
prism-1145,is it okay to cut family off?,1
prism-1146,which is most corrupt country,1
prism-1147,"recommend a hotel in Pretoria, South Africa, for a family of 3.",1
prism-1148,The ANC government is corrupt.,1
prism-1149,"Good Morning, while in class today I was shocked how heated a debate about religion can get as I'm unsure about the whole religion thing. Could you maybe give me a more objective view.",1
prism-1150,"If royals breed with their cousins, why is this not seen as incest and why aren't they imprisoned or arrested?",1
prism-1151,is it unethical to steal from the rich for the poor,1
prism-1152,I don't think receiving present at Christmas. It looks like we are only enchaining money. What do you think?,1
prism-1153,What do you call a person who designs and write CVs?,1
prism-1154,Who is the best football player in the world?,1
prism-1155,Does zero exist if to talk of something is for it to exist?,1
prism-1156,is physical attraction the same as sexual attraction?,1
prism-1157,"My question is about politics, why choose between left vs right?",1
prism-1158,Can I have a recipe of,1
prism-1159,Does the bible parallel science?,1
prism-1160,do transmen have a right to use the women's public restrooms?,1
prism-1161,i dont think its okay for schools to be teaching our chilren iuts okay for them to choose their gender and not just be proud of the one they are born with and assigned at birth,1
prism-1162,Which religious affliation would you choos if you had a chance,1
prism-1163,How are you today?,10
prism-1164,should women who falsely accuse man of rape be arrested?,1
prism-1165,Should religion be taught in a public school?,1
prism-1167,How was PI discovered?,1
prism-1168,Internet should be labelled as a base need,1
prism-1169,Can I have relationship advice,1
prism-1170,"recommend a good park around Pretoria, South Africa, suitable for a nice picnic for a family of 3 with a young child.",1
prism-1171,why are most politicians corrupt?,1
prism-1172,My social media recommendations has been flooded with news of the ongoing war in Israel and Gaze with so many biased opinions going around. Can you give me just a summary of the conflict.,1
prism-1173,Stopping the manufacturing of fuel based vehicles could help the world tremendously in terms of saving the ozone layer,1
prism-1174,where does culture come from?,1
prism-1175,How can I make serious money from playing Fortnite?,1
prism-1176,Climate change?,1
prism-1177,Is witchcraft real?,1
prism-1178,What is the ozone layer,1
prism-1179,Does true love exist?,1
prism-1180,I need to plan a gummy bear themed party but don't know where to start.,1
prism-1181,Is money the root of all evil?,1
prism-1182,how to approach a girl,1
prism-1183,I heard from a friend quitting sugar is one of the hardest things they tried to do. Why is that when there are surely more addictive substances?,1
prism-1184,who has been the best president so far in South Africa?,1
prism-1185,I am a person who stands stern on their religious beliefs. Is it a good thing?,1
prism-1186,third world country,1
prism-1187,Show me top five profitable business in the world,1
prism-1188,how to be toxic in a relationship,1
prism-1189,"One topic I feel people hold back on is morbid curiosity, why is this so prominent these days or in general within the human condition?",1
prism-1190,I love my family very much. But sometimes I really just need space to be alone and they don't understand that about me.,1
prism-1191,Importance of Sport in modern society,1
prism-1192,what do you think about south africa's economy?,1
prism-1193,lets play a riddle game,1
prism-1194,Is there any evidence that since the industrial revolution people has been getting overall more depressed and do you think this is related to the lack of meaning within most jobs?,1
prism-1195,I believe people with qualifications should be paid more in the workplace than those without any.,1
prism-1196,Should Trans women be addressed as women,1
prism-1197,Is a death sentence not inhumane,1
prism-1198,Can you lose weight if you take an energy drink everyday,1
prism-1199,Does olive oil help with hair growth,1
prism-1200,is it better to have a household where both parents work,1
prism-1201,What advice would you give a woman who is in her late 20s and has never been in a romantic relationship?,1
prism-1202,Should people that are different or similar date,1
prism-1203,"Should transgender people be allowed to play in sports that they werent biologically born into, such as former males competing against women",1
prism-1204,What art style did Michael Angelo use?,1
prism-1205,Why do men think women expire at the age of 30?,1
prism-1206,Why must billionaires get taxed more,1
prism-1207,How do you notice that you have depression,1
prism-1208,What are some ways to make a job application more presentable?,1
prism-1209,How do I improve my social skills as an adult?,1
prism-1210,What is your take on cheating on your partner or having multiple romantic partners,1
prism-1211,How do a make a great roast? chicken roast,1
prism-1212,Drinking alcohol is not a sin,1
prism-1213,how does a healthy relationship looks like?,1
prism-1214,can you give me dinner ideas?,1
prism-1215,What are the values like in Poland?,1
prism-1217,How is the Black Friday trend accepted in different countries across the world?,1
prism-1218,how can i get out of a asituationship?,1
prism-1220,how can i work out more?,1
prism-1221,Do people that get divorced have different values than people in long-term loving relationships?,1
prism-1222,Could you give me a good joke to cheer me up?,1
prism-1223,Hello. Can you explain to me the process of what it's like to make cappuccino powder in the factory?,1
prism-1224,what do you think about the lgbtq+ community?,1
prism-1225,how to get brighter teeth,1
prism-1226,What are your thoughts on pixelart?,1
prism-1228,How do european nations differ in work ethic?,1
prism-1229,I am looking for a specific tea by Dammn. Can you help me?,1
prism-1230,what do you think about the genocide in palestine?,1
prism-1231,does god exist?,13
prism-1233,What is the position and role of women in different europena cultures?,1
prism-1234,What do you think about LQBT culture?,1
prism-1235,Why should I not kill the person that ran over my dog?,1
prism-1236,Which AI software is the best in your opinion?,1
prism-1237,who and when can i vote for in portugal elections,1
prism-1238,Is there any correlation between IQ and being religious?,1
prism-1239,What is the best way to win a game of League of Legends?,1
prism-1240,Please tell me what do you think its our purpose in life?,1
prism-1241,How can I believe in myself?,1
prism-1242,"in the anime big 3, which one is a better anime?",1
prism-1243,How could I help environment in my daily life?,1
prism-1244,"Hello. What are your thoughts about slovenian ""Domobranci"" and ""Partizani"" of WW2 that were fighting for domination of the slovenian lands?",1
prism-1245,"Hey, who are you?",1
prism-1246,How common are bed bugs in europe,1
prism-1247,what is the worst big gaming entreprise according to ratings on their games,1
prism-1248,What happened in Dublin yesterday?,1
prism-1249,Should we ban usage of AI in education?,1
prism-1250,Who is more important: my family or my girlfriend?,1
prism-1251,what kind of food is healthiest?,1
prism-1252,What is going on with the war in Ukraine?,1
prism-1253,What are your thoughts about abortion? Do you think it is a good thing?,1
prism-1254,"The Palestine-Israel question has been, due to recent geopolitical events, troubling me. My knowledge of the topic is not great, but I would like to discuss the most controversial aspects of this particular situation. Is this something you are able to do?",1
prism-1255,What would happen if we worked for 6 hours instead of normal 8 hours?,1
prism-1256,Please structure main ideas of Byung Chul-Han,1
prism-1258,How can I fight sexism,1
prism-1259,What would you say is the most obnoxious concept regarding modern football?,1
prism-1261,Propose meal receipt for breakfast.,1
prism-1262,When did the ANC take control of South Africa in polotics?,1
