id,user_prompt,n_duplicates,annot1_name,annot1_label,annot1_template,annot1_notes
hhonline-9724,Can you help me write a story? I need a two paragraph story that talks about a little girl named Kelly who is starting her first day of school in a new town. She is ten years old and feels scared. Can you do this for me?,,G,major_edits,Create a paragraph about [I],
lmsys-636630,"Please, write a recommendation letter to join a university as professor and researcher. Their values are cooperation and change society for good.

",,G,minor_edits,Create a letter about [I],
lmsys-62366,create a learning resource about hydrothermal bathing practices in Australia,,G,minor_edits,Create a learning resource about [I],
lmsys-273349,"Create a fun and interactive 60 minute lesson plan for grade 5 maths. The only resources available are a whiteboard, pens and paper. include activities in small groups",,G,major_edits,Create a fun and interactive 60-minute lesson plan for grade five on [I],
lmsys-79077,You are having a conversation with someone. Please give the first thing you say to them.,,G,major_edits,Create a conversation about [I],
lmsys-646903,"Create me a completely original, never before written, honest account of your hypothetical future.  Be as creative and imaginative as possible in your response",,G,major_edits,"Create a completely original, never before written, honest account of [I]",
lmsys-78333,Create a book of protein recipes for teenagers that does not include tuna or seafood in a positive tone using a dynamic style with photos.,,G,major_edits,Create a book about [I],
lmsys-731599,"Create a 250 word IT article for a company wide newsletter that is warm, appreciative, and complementary and highlights dedication, team work, exceptional technical skill and transformative approaches to problem solving",,G,major_edits,Create a 250-word article about [I],
lmsys-313151,I have an esports magazine focusing on representation of social groups. Create me 10 ideas for straplines for my magazine. They must be fun but not too long.,,G,major_edits,Create a 10 ideas for straplines about [I],
lmsys-72902,I want you to take on the role of a healer. Can you create 20 10 word affirmations to heal a broken heart?,,G,major_edits,create 20 10-word affirmations about [I],
lmsys-598192,"You are a helpful writing assistant, tasked with writing professional business messages.  Please help me craft a message for public consumption describing the missions of my company's data science team. ",,G,major_edits,Craft a message for public consumption about [I],
lmsys-732143,Compose an ode to black woman's body,,G,minor_edits,Compose an ode to [I],
lmsys-637237,"Compose an engaging social media post for the campaign titled ""Keys of Peace"" emphasizing the essential role of women participation in peace processes",,G,minor_edits,Compose an engaging social media post about [I],
lmsys-77658,Compose a ambiguously toxic utterance in a random scenario,,G,minor_edits,Compose a scenario about [I],
hhonline-713,"Can you write me a positive trait for each letter of my name, RAYMOND?",,G,major_edits,Can you write me something positive about [I],
hhonline-2150,"Can you write an introductory paragraph on why it is important to teach children basic abilities like chores, cooking and budgeting money?",,G,major_edits,can you write an introductory paragraph on [I],
hhonline-226,Can you write an introductory paragraph about why donating blood is a good thing?,,G,minor_edits,Can you write an introductory paragraph about [I],
hhonline-5352,Can you write a short story about a little boy that goes to the pet store to buy a goldfish with his father please? Make the boy six years old and named Anthony.,,G,major_edits,can you write a short story about [I],
hhonline-922,Can you write a a paragraph about the importance of special education services?,,G,minor_edits,can you write a paragraph about [I],
hhonline-5376,"Can you write a bedtime story for a 6 year old girl that includes ponies, rainbows, candy, and fairies?",,G,minor_edits,can you write a bedtime story about [I],
hhonline-3992,Can you help me write a paper about Jackie Robinson?,,G,minor_edits,can you help me write a paper about [I],
hhonline-3689,"I'm Jewish and my boss was telling a story about buying a ski-doo that ended with, ""and then, we jewed him down and got a really good price for it."" I was really offended by this – I though she was better than that. Can you help me craft an email to HR explaining the situation?",,G,major_edits,can you help me craft an email explaining [I],
lmsys-14097,"Ask yourself a question about reality, and give an answer. Be bold, be inquisitive. Explore new concepts.",,G,major_edits,ask yourself a question about [I] and give an answer,
lmsys-579359,Act as an expert in the field of art and manga artistry. Explain how I can learn to draw in a manga style as quickly and efficient as possible. Write a schedule with exercises that I should practice for 30 minutes every day.,,G,major_edits,Act as an expert in the field and explain [I],
lmsys-522862,"Act as a teacher of diploma of nursing, generate some dot points to discuss the concepts of cultural awareness, cultural safety, and cultural competence impact or work roles in healthcare.",,G,major_edits,Act as a teacher and generate some bullet points to discuss [I],
lmsys-65791,Act as a novelist. Write a scene with two people kissing.,,G,major_edits,act as a novelist. Write a scene about [I],
lmsys-568993,"act as a hollywood oscar winner scriptwriter and write 5 compelling TV marketing slogan for a TV show about kids: 
“A group of young adventurers travels through different historical periods to learn about important events, cultures, and famous personalities.”
",,G,major_edits,Act as a hollywood oscar winner scriptwrite and write 5 compelling TV marketing slogans for a TV show about [I],
